+0.798947,+0.0483166,+0
+0.121792,+0.14449,+0.225
+0.995775,+0.397491,+0.45
+0.258925,+0.796125,+0.675
+0.180966,+0.0996674,+0.9
+0.27541,+0.583099,+1.125
+0.457215,+0.0751667,+1.35
+0.841032,+0.239877,+1.575
+0.911975,+0.864613,+1.8
+0.813617,+0.919796,+2.025
+0.972534,+0.780307,+2.25
+0.87631,+0.766347,+2.475
+0.87273,+0.736391,+2.7
+0.118185,+0.346128,+2.925
+0.421093,+0.770017,+3.15
+0.410208,+0.3559,+3.375
+0.943819,+0.419161,+3.6
+0.169463,+0.275912,+3.825
+0.626355,+0.5676,+4.05
+0.366402,+0.0272206,+4.275
+0.359557,+0.738998,+4.5
+0.876551,+0.833228,+4.725
+0.0440955,+0.88654,+4.95
+0.788356,+0.837375,+5.175
+0.292877,+0.505589,+5.4
+0.164553,+0.630744,+5.625
+0.548699,+0.847341,+5.85
+0.985151,+0.74103,+6.075
+0.938641,+0.68878,+6.3
+0.928248,+0.959824,+6.525
+0.396703,+0.563599,+6.75
+0.863771,+0.524721,+6.975
+0.476087,+0.311812,+7.2
+0.234196,+0.422746,+7.425
+0.642845,+0.0219829,+7.65
+0.464354,+0.268258,+7.875
+0.563654,+0.295614,+8.1
+0.0124987,+0.32575,+8.325
+0.683961,+0.916682,+8.55
+0.21013,+0.925214,+8.775
+0.0161144,+0.299657,+9
+0.699601,+0.586754,+9.225
+0.623931,+0.786747,+9.45
+0.980599,+0.388613,+9.675
+0.258497,+0.36616,+9.9
+0.131521,+0.214867,+10.125
+0.159882,+0.970298,+10.35
+0.097361,+0.331853,+10.575
+0.681752,+0.478098,+10.8
+0.245739,+0.948114,+11.025
+0.670731,+0.97708,+11.25
+0.921368,+0.538402,+11.475
+0.540444,+0.911886,+11.7
+0.396622,+0.234927,+11.925
+0.917068,+0.637285,+12.15
+0.588103,+0.560944,+12.375
+0.491649,+0.442966,+12.6
+0.132391,+0.445638,+12.825
+0.832286,+0.253945,+13.05
+0.304948,+0.129647,+13.275
+0.0464995,+0.119821,+13.5
+0.247007,+0.169887,+13.725
+0.498574,+0.731529,+13.95
+0.958658,+0.40528,+14.175
+0.21922,+0.206925,+14.4
+0.481585,+0.0598234,+14.625
+0.952797,+0.128445,+14.85
+0.158329,+0.92478,+15.075
+0.608154,+0.792772,+15.3
+0.632008,+0.339208,+15.525
+0.494714,+0.10863,+15.75
+0.765452,+0.795872,+15.975
+0.552315,+0.427226,+16.2
+0.827892,+0.971615,+16.425
+0.588001,+0.590926,+16.65
+0.859305,+0.635094,+16.875
+0.293149,+0.719709,+17.1
+0.641597,+0.0363225,+17.325
+0.707956,+0.728482,+17.55
+0.164718,+0.382695,+17.775
+0.259797,+0.0072723,+18
+0.677432,+0.300686,+18.225
+0.502827,+0.477647,+18.45
+0.932946,+0.626982,+18.675
+0.60235,+0.711026,+18.9
+0.250969,+0.512079,+19.125
+0.0218474,+0.0106446,+19.35
+0.545679,+0.0417662,+19.575
+0.56357,+0.493061,+19.8
+0.312693,+0.348446,+20.025
+0.448148,+0.183044,+20.25
+0.897678,+0.571167,+20.475
+0.291971,+0.351021,+20.7
+0.181252,+0.713155,+20.925
+0.693309,+0.758689,+21.15
+0.322028,+0.345045,+21.375
+0.794258,+0.177427,+21.6
+0.0277511,+0.527601,+21.825
+0.411778,+0.638074,+22.05
+0.0492241,+0.199506,+22.275
+0.402767,+0.76227,+22.5
+0.65578,+0.656374,+22.725
+0.546322,+0.793613,+22.95
+0.00665377,+0.337426,+23.175
+0.6805,+0.846507,+23.4
